,Tag Name,Depth (mKB),Instrumentation Type,Well Name,Point #,TAG_NAME,TAG_EFFECTIVE_DATE
3644,0,199.586,Temperature,OB3,199.637,,
3647,0,20.1972,Temperature,OB3,20.4086,,
3648,0,20.69,Temperature,OB3,20.901,,
3649,0,200.079,Temperature,OB3,200.129,,
3650,0,200.572,Temperature,OB3,200.622,,
3651,0,201.065,Temperature,OB3,201.114,,
3652,0,201.558,Temperature,OB3,201.607,,
3653,0,202.051,Temperature,OB3,202.099,,
3654,0,202.543,Temperature,OB3,202.591,,
3655,0,203.036,Temperature,OB3,203.084,,
3656,0,203.529,Temperature,OB3,203.576,,
3657,0,204.022,Temperature,OB3,204.068,,
3658,0,204.515,Temperature,OB3,204.561,,
3659,0,205.008,Temperature,OB3,205.053,,
3660,0,205.5,Temperature,OB3,205.546,,
3661,0,205.993,Temperature,OB3,206.038,,
3662,0,206.486,Temperature,OB3,206.53,,
3663,0,206.979,Temperature,OB3,207.023,,
3664,0,207.472,Temperature,OB3,207.515,,
3665,0,207.964,Temperature,OB3,208.008,,
3666,0,208.457,Temperature,OB3,208.5,,
3667,0,208.95,Temperature,OB3,208.992,,
3668,0,209.443,Temperature,OB3,209.485,,
3669,0,209.936,Temperature,OB3,209.977,,
3671,0,21.1828,Temperature,OB3,21.3934,,
3672,0,21.6757,Temperature,OB3,21.8858,,
3673,0,210.429,Temperature,OB3,210.47,,
3674,0,210.921,Temperature,OB3,210.962,,
3675,0,211.414,Temperature,OB3,211.454,,
3676,0,211.907,Temperature,OB3,211.947,,
3677,0,212.4,Temperature,OB3,212.439,,
3678,0,212.893,Temperature,OB3,212.931,,
3679,0,213.386,Temperature,OB3,213.424,,
3680,0,213.878,Temperature,OB3,213.916,,
3681,0,214.371,Temperature,OB3,214.409,,
3682,0,214.864,Temperature,OB3,214.901,,
3683,0,215.357,Temperature,OB3,215.393,,
3684,0,215.85,Temperature,OB3,215.886,,
3685,0,216.343,Temperature,OB3,216.378,,
3686,0,216.835,Temperature,OB3,216.871,,
3687,0,217.328,Temperature,OB3,217.363,,
3688,0,217.821,Temperature,OB3,217.855,,
3689,0,218.314,Temperature,OB3,218.348,,
3690,0,218.807,Temperature,OB3,218.84,,
3691,0,219.3,Temperature,OB3,219.332,,
3692,0,219.792,Temperature,OB3,219.825,,
3694,0,22.1685,Temperature,OB3,22.3782,,
3695,0,22.6613,Temperature,OB3,22.8706,,
3696,0,220.285,Temperature,OB3,220.317,,
3697,0,220.778,Temperature,OB3,220.81,,
3698,0,221.271,Temperature,OB3,221.302,,
3699,0,221.764,Temperature,OB3,221.794,,
3700,0,222.257,Temperature,OB3,222.287,,
3701,0,222.749,Temperature,OB3,222.779,,
3702,0,223.242,Temperature,OB3,223.272,,
3703,0,223.735,Temperature,OB3,223.764,,
3704,0,224.228,Temperature,OB3,224.256,,
3705,0,224.721,Temperature,OB3,224.749,,
3706,0,225.213,Temperature,OB3,225.241,,
3707,0,225.706,Temperature,OB3,225.733,,
3708,0,226.199,Temperature,OB3,226.226,,
3709,0,226.692,Temperature,OB3,226.718,,
3710,0,227.185,Temperature,OB3,227.211,,
3711,0,227.678,Temperature,OB3,227.703,,
3712,0,228.17,Temperature,OB3,228.195,,
3713,0,228.663,Temperature,OB3,228.688,,
3714,0,229.156,Temperature,OB3,229.18,,
3715,0,229.649,Temperature,OB3,229.673,,
3717,0,23.1541,Temperature,OB3,23.3629,,
3718,0,23.647,Temperature,OB3,23.8553,,
3719,0,230.142,Temperature,OB3,230.165,,
3720,0,230.635,Temperature,OB3,230.657,,
3721,0,231.127,Temperature,OB3,231.15,,
3722,0,231.62,Temperature,OB3,231.642,,
3723,0,232.113,Temperature,OB3,232.134,,
3724,0,232.606,Temperature,OB3,232.627,,
3725,0,233.099,Temperature,OB3,233.119,,
3726,0,233.592,Temperature,OB3,233.612,,
3727,0,234.084,Temperature,OB3,234.104,,
3728,0,234.577,Temperature,OB3,234.596,,
3729,0,235.07,Temperature,OB3,235.089,,
3730,0,235.563,Temperature,OB3,235.581,,
3731,0,236.056,Temperature,OB3,236.074,,
3732,0,236.549,Temperature,OB3,236.566,,
3733,0,237.041,Temperature,OB3,237.058,,
3734,0,237.534,Temperature,OB3,237.551,,
3735,0,238.027,Temperature,OB3,238.043,,
3736,0,238.52,Temperature,OB3,238.536,,
3737,0,239.013,Temperature,OB3,239.028,,
3738,0,239.506,Temperature,OB3,239.52,,
3740,0,24.1398,Temperature,OB3,24.3477,,
3741,0,24.6326,Temperature,OB3,24.8401,,
3742,0,239.998,Temperature,OB3,240.013,,
3743,0,240.491,Temperature,OB3,240.505,,
3744,0,240.984,Temperature,OB3,240.997,,
3745,0,241.477,Temperature,OB3,241.49,,
3746,0,241.97,Temperature,OB3,241.982,,
3747,0,242.462,Temperature,OB3,242.475,,
3748,0,242.955,Temperature,OB3,242.967,,
3749,0,243.448,Temperature,OB3,243.459,,
3750,0,243.941,Temperature,OB3,243.952,,
3751,0,244.434,Temperature,OB3,244.444,,
3752,0,244.927,Temperature,OB3,244.937,,
3753,0,245.419,Temperature,OB3,245.429,,
3754,0,245.912,Temperature,OB3,245.921,,
3755,0,246.405,Temperature,OB3,246.414,,
3756,0,246.898,Temperature,OB3,246.906,,
3757,0,247.391,Temperature,OB3,247.398,,
3758,0,247.884,Temperature,OB3,247.891,,
3759,0,248.376,Temperature,OB3,248.383,,
3760,0,248.869,Temperature,OB3,248.876,,
3761,0,249.362,Temperature,OB3,249.368,,
3762,0,249.855,Temperature,OB3,249.86,,
3764,0,25.1255,Temperature,OB3,25.3325,,
3765,0,25.6183,Temperature,OB3,25.8249,,
3766,0,250.348,Temperature,OB3,250.353,,
3767,0,250.841,Temperature,OB3,250.845,,
3768,0,251.333,Temperature,OB3,251.338,,
3769,0,251.826,Temperature,OB3,251.83,,
3770,0,252.319,Temperature,OB3,252.322,,
3771,0,252.812,Temperature,OB3,252.815,,
3772,0,253.305,Temperature,OB3,253.307,,
3773,0,253.798,Temperature,OB3,253.799,,
3774,0,254.29,Temperature,OB3,254.292,,
3775,0,254.783,Temperature,OB3,254.784,,
3776,0,255.276,Temperature,OB3,255.277,,
3777,0,255.769,Temperature,OB3,255.769,,
3778,0,256.262,Temperature,OB3,256.261,,
3779,0,256.754,Temperature,OB3,256.754,,
3780,0,257.247,Temperature,OB3,257.246,,
3781,0,257.74,Temperature,OB3,257.739,,
3782,0,258.233,Temperature,OB3,258.231,,
3783,0,258.726,Temperature,OB3,258.723,,
3784,0,259.219,Temperature,OB3,259.216,,
3785,0,259.711,Temperature,OB3,259.708,,
3787,0,26.1111,Temperature,OB3,26.3172,,
3788,0,26.6039,Temperature,OB3,26.8096,,
3789,0,260.204,Temperature,OB3,260.2,,
3790,0,260.697,Temperature,OB3,260.693,,
3791,0,261.19,Temperature,OB3,261.185,,
3792,0,261.683,Temperature,OB3,261.678,,
3793,0,262.176,Temperature,OB3,262.17,,
3794,0,262.668,Temperature,OB3,262.662,,
3795,0,263.161,Temperature,OB3,263.155,,
3796,0,263.654,Temperature,OB3,263.647,,
3797,0,264.147,Temperature,OB3,264.139,,
3798,0,264.64,Temperature,OB3,264.632,,
3799,0,265.133,Temperature,OB3,265.124,,
3800,0,265.625,Temperature,OB3,265.617,,
3801,0,266.118,Temperature,OB3,266.109,,
3802,0,266.611,Temperature,OB3,266.601,,
3803,0,267.104,Temperature,OB3,267.094,,
3804,0,267.597,Temperature,OB3,267.586,,
3805,0,268.09,Temperature,OB3,268.078,,
3806,0,268.582,Temperature,OB3,268.571,,
3807,0,269.075,Temperature,OB3,269.063,,
3808,0,269.568,Temperature,OB3,269.556,,
3810,0,27.0968,Temperature,OB3,27.302,,
3811,0,27.5896,Temperature,OB3,27.7944,,
3812,0,270.061,Temperature,OB3,270.048,,
3813,0,270.554,Temperature,OB3,270.54,,
3814,0,271.047,Temperature,OB3,271.033,,
3815,0,271.539,Temperature,OB3,271.525,,
3816,0,272.032,Temperature,OB3,272.017,,
3817,0,272.525,Temperature,OB3,272.51,,
3818,0,273.018,Temperature,OB3,273.002,,
3819,0,273.511,Temperature,OB3,273.495,,
3820,0,274.003,Temperature,OB3,273.987,,
3821,0,274.496,Temperature,OB3,274.479,,
3822,0,274.989,Temperature,OB3,274.972,,
3823,0,275.482,Temperature,OB3,275.464,,
3824,0,275.975,Temperature,OB3,275.956,,
3825,0,276.468,Temperature,OB3,276.449,,
3826,0,276.96,Temperature,OB3,276.941,,
3827,0,277.453,Temperature,OB3,277.433,,
3828,0,277.946,Temperature,OB3,277.926,,
3829,0,278.439,Temperature,OB3,278.418,,
3830,0,278.932,Temperature,OB3,278.911,,
3831,0,279.425,Temperature,OB3,279.403,,
3832,0,279.917,Temperature,OB3,279.895,,
3834,0,28.0824,Temperature,OB3,28.2868,,
3835,0,28.5752,Temperature,OB3,28.7792,,
3836,0,280.41,Temperature,OB3,280.388,,
3837,0,280.903,Temperature,OB3,280.88,,
3838,0,281.396,Temperature,OB3,281.372,,
3839,0,281.889,Temperature,OB3,281.865,,
3840,0,282.382,Temperature,OB3,282.357,,
3841,0,282.874,Temperature,OB3,282.85,,
3842,0,283.367,Temperature,OB3,283.342,,
3843,0,283.86,Temperature,OB3,283.834,,
3844,0,284.353,Temperature,OB3,284.327,,
3845,0,284.846,Temperature,OB3,284.819,,
3846,0,285.339,Temperature,OB3,285.311,,
3847,0,285.831,Temperature,OB3,285.804,,
3848,0,286.324,Temperature,OB3,286.296,,
3849,0,286.817,Temperature,OB3,286.789,,
3850,0,287.31,Temperature,OB3,287.281,,
3851,0,287.803,Temperature,OB3,287.773,,
3852,0,288.295,Temperature,OB3,288.266,,
3853,0,288.788,Temperature,OB3,288.758,,
3854,0,289.281,Temperature,OB3,289.25,,
3855,0,289.774,Temperature,OB3,289.743,,
3857,0,29.0681,Temperature,OB3,29.2715,,
3858,0,29.5609,Temperature,OB3,29.7639,,
3859,0,290.267,Temperature,OB3,290.235,,
3860,0,290.76,Temperature,OB3,290.727,,
3861,0,291.252,Temperature,OB3,291.22,,
3862,0,291.745,Temperature,OB3,291.712,,
3863,0,292.238,Temperature,OB3,292.205,,
3864,0,292.731,Temperature,OB3,292.697,,
3865,0,293.224,Temperature,OB3,293.189,,
3866,0,293.717,Temperature,OB3,293.682,,
3867,0,294.209,Temperature,OB3,294.174,,
3868,0,294.702,Temperature,OB3,294.666,,
3869,0,295.195,Temperature,OB3,295.159,,
3870,0,295.688,Temperature,OB3,295.651,,
3871,0,296.181,Temperature,OB3,296.144,,
3872,0,296.674,Temperature,OB3,296.636,,
3873,0,297.166,Temperature,OB3,297.128,,
3874,0,297.659,Temperature,OB3,297.621,,
3875,0,298.152,Temperature,OB3,298.113,,
3876,0,298.645,Temperature,OB3,298.605,,
3877,0,299.138,Temperature,OB3,299.098,,
3878,0,299.631,Temperature,OB3,299.59,,
3881,0,30.0537,Temperature,OB3,30.2563,,
3882,0,30.5465,Temperature,OB3,30.7487,,
3883,0,300.123,Temperature,OB3,300.083,,
3884,0,300.616,Temperature,OB3,300.575,,
3885,0,301.109,Temperature,OB3,301.067,,
3886,0,301.602,Temperature,OB3,301.56,,
3887,0,302.095,Temperature,OB3,302.052,,
3888,0,302.588,Temperature,OB3,302.544,,
3889,0,303.08,Temperature,OB3,303.037,,
3890,0,303.573,Temperature,OB3,303.529,,
3891,0,304.066,Temperature,OB3,304.021,,
3892,0,304.559,Temperature,OB3,304.514,,
3893,0,305.052,Temperature,OB3,305.006,,
3894,0,305.544,Temperature,OB3,305.499,,
3895,0,306.037,Temperature,OB3,305.991,,
3896,0,306.53,Temperature,OB3,306.483,,
3897,0,307.023,Temperature,OB3,306.976,,
3898,0,307.516,Temperature,OB3,307.468,,
3899,0,308.009,Temperature,OB3,307.96,,
3900,0,308.501,Temperature,OB3,308.453,,
3901,0,308.994,Temperature,OB3,308.945,,
3902,0,309.487,Temperature,OB3,309.438,,
3903,0,309.98,Temperature,OB3,309.93,,
3905,0,31.0394,Temperature,OB3,31.2411,,
3906,0,31.5322,Temperature,OB3,31.7335,,
3907,0,310.473,Temperature,OB3,310.422,,
3908,0,310.966,Temperature,OB3,310.915,,
3909,0,311.458,Temperature,OB3,311.407,,
3910,0,311.951,Temperature,OB3,311.899,,
3911,0,312.444,Temperature,OB3,312.392,,
3912,0,312.937,Temperature,OB3,312.884,,
3913,0,313.43,Temperature,OB3,313.377,,
3914,0,313.923,Temperature,OB3,313.869,,
3915,0,314.361,Temperature,OB3,314.361,,
3916,0,314.854,Temperature,OB3,314.854,,
3918,0,32.025,Temperature,OB3,32.2259,,
3919,0,32.5178,Temperature,OB3,32.7182,,
3921,0,33.0107,Temperature,OB3,33.2106,,
3922,0,33.5035,Temperature,OB3,33.703,,
3924,0,33.9963,Temperature,OB3,34.1954,,
3925,0,34.4892,Temperature,OB3,34.6878,,
3927,0,34.982,Temperature,OB3,35.1802,,
3928,0,35.4748,Temperature,OB3,35.6725,,
3930,0,35.9676,Temperature,OB3,36.1649,,
3931,0,36.4605,Temperature,OB3,36.6573,,
3933,0,36.9533,Temperature,OB3,37.1497,,
3934,0,37.4461,Temperature,OB3,37.6421,,
3936,0,37.9389,Temperature,OB3,38.1345,,
3937,0,38.4318,Temperature,OB3,38.6269,,
3939,0,38.9246,Temperature,OB3,39.1192,,
3940,0,39.4174,Temperature,OB3,39.6116,,
3943,0,39.9102,Temperature,OB3,40.104,,
3944,0,40.4031,Temperature,OB3,40.5964,,
3946,0,40.8959,Temperature,OB3,41.0888,,
3947,0,41.3887,Temperature,OB3,41.5812,,
3949,0,41.8815,Temperature,OB3,42.0736,,
3950,0,42.3744,Temperature,OB3,42.5659,,
3952,0,42.8672,Temperature,OB3,43.0583,,
3953,0,43.36,Temperature,OB3,43.5507,,
3955,0,43.8528,Temperature,OB3,44.0431,,
3956,0,44.3457,Temperature,OB3,44.5355,,
3958,0,44.8385,Temperature,OB3,45.0279,,
3959,0,45.3313,Temperature,OB3,45.5203,,
3961,0,45.8241,Temperature,OB3,46.0126,,
3962,0,46.317,Temperature,OB3,46.505,,
3963,0,46.8098,Temperature,OB3,46.9974,,
3965,0,47.3026,Temperature,OB3,47.4898,,
3966,0,47.7954,Temperature,OB3,47.9822,,
3968,0,48.2883,Temperature,OB3,48.4746,,
3969,0,48.7811,Temperature,OB3,48.967,,
3971,0,49.2739,Temperature,OB3,49.4593,,
3972,0,49.7667,Temperature,OB3,49.9517,,
3974,Fiber not working,4.919574,Temperature,OB3,5.144728,,
3975,0,5.4124,Temperature,OB3,5.63711,,
3977,0,50.2595,Temperature,OB3,50.4441,,
3978,0,50.7524,Temperature,OB3,50.9365,,
3980,0,51.2452,Temperature,OB3,51.4289,,
3981,0,51.738,Temperature,OB3,51.9213,,
3983,0,52.2308,Temperature,OB3,52.4137,,
3984,0,52.7237,Temperature,OB3,52.906,,
3986,0,53.2165,Temperature,OB3,53.3984,,
3987,0,53.7093,Temperature,OB3,53.8908,,
3989,0,54.2021,Temperature,OB3,54.3832,,
3990,0,54.695,Temperature,OB3,54.8756,,
3991,0,55.1878,Temperature,OB3,55.368,,
3992,0,55.6806,Temperature,OB3,55.8604,,
3993,0,56.1734,Temperature,OB3,56.3527,,
3994,0,56.6663,Temperature,OB3,56.8451,,
3995,0,57.1591,Temperature,OB3,57.3375,,
3996,0,57.6519,Temperature,OB3,57.8299,,
3997,0,58.1447,Temperature,OB3,58.3223,,
3998,0,58.6376,Temperature,OB3,58.8147,,
3999,0,59.1304,Temperature,OB3,59.3071,,
4000,0,59.6232,Temperature,OB3,59.7994,,
4002,0,5.90523,Temperature,OB3,6.1295,,
4003,0,6.39805,Temperature,OB3,6.62188,,
4004,0,60.116,Temperature,OB3,60.2918,,
4005,0,60.6089,Temperature,OB3,60.7842,,
4006,0,61.1017,Temperature,OB3,61.2766,,
4007,0,61.5945,Temperature,OB3,61.769,,
4008,0,62.0873,Temperature,OB3,62.2614,,
4009,0,62.5802,Temperature,OB3,62.7538,,
4010,0,63.073,Temperature,OB3,63.2461,,
4011,0,63.5658,Temperature,OB3,63.7385,,
4012,0,64.0586,Temperature,OB3,64.2309,,
4013,0,64.5515,Temperature,OB3,64.7233,,
4014,0,65.0443,Temperature,OB3,65.2157,,
4015,0,65.5371,Temperature,OB3,65.7081,,
4016,0,66.0299,Temperature,OB3,66.2005,,
4017,0,66.5228,Temperature,OB3,66.6928,,
4018,0,67.0156,Temperature,OB3,67.1852,,
4019,0,67.5084,Temperature,OB3,67.6776,,
4020,0,68.0012,Temperature,OB3,68.17,,
4021,0,68.4941,Temperature,OB3,68.6624,,
4022,0,68.9869,Temperature,OB3,69.1548,,
4023,0,69.4797,Temperature,OB3,69.6472,,
4025,0,6.89088,Temperature,OB3,7.11427,,
4026,0,7.3837,Temperature,OB3,7.60665,,
4027,0,69.9725,Temperature,OB3,70.1395,,
4028,0,70.4654,Temperature,OB3,70.6319,,
4029,0,70.9582,Temperature,OB3,71.1243,,
4030,0,71.451,Temperature,OB3,71.6167,,
4031,0,71.9439,Temperature,OB3,72.1091,,
4032,0,72.4367,Temperature,OB3,72.6015,,
4033,0,72.9295,Temperature,OB3,73.0939,,
4034,0,73.4223,Temperature,OB3,73.5862,,
4035,0,73.9152,Temperature,OB3,74.0786,,
4036,0,74.408,Temperature,OB3,74.571,,
4037,0,74.9008,Temperature,OB3,75.0634,,
4038,0,75.3937,Temperature,OB3,75.5558,,
4039,0,75.8865,Temperature,OB3,76.0482,,
4040,0,76.3793,Temperature,OB3,76.5406,,
4041,0,76.8721,Temperature,OB3,77.0329,,
4042,0,77.365,Temperature,OB3,77.5253,,
4043,0,77.8578,Temperature,OB3,78.0177,,
4044,0,78.3506,Temperature,OB3,78.5101,,
4045,0,78.8435,Temperature,OB3,79.0025,,
4046,0,79.3363,Temperature,OB3,79.4949,,
4047,0,79.8291,Temperature,OB3,79.9873,,
4049,0,7.87653,Temperature,OB3,8.09903,,
4050,0,8.36936,Temperature,OB3,8.59142,,
4051,0,80.3219,Temperature,OB3,80.4796,,
4052,0,80.8148,Temperature,OB3,80.972,,
4053,0,81.3076,Temperature,OB3,81.4644,,
4054,0,81.8004,Temperature,OB3,81.9568,,
4055,0,82.2933,Temperature,OB3,82.4492,,
4056,0,82.7861,Temperature,OB3,82.9416,,
4057,0,83.2789,Temperature,OB3,83.434,,
4058,0,83.7717,Temperature,OB3,83.9263,,
4059,0,84.2646,Temperature,OB3,84.4187,,
4060,0,84.7574,Temperature,OB3,84.9111,,
4061,0,85.2502,Temperature,OB3,85.4035,,
4062,0,85.7431,Temperature,OB3,85.8959,,
4063,0,86.2359,Temperature,OB3,86.3883,,
4064,0,86.7287,Temperature,OB3,86.8807,,
4065,0,87.2215,Temperature,OB3,87.373,,
4066,0,87.7144,Temperature,OB3,87.8654,,
4067,0,88.2072,Temperature,OB3,88.3578,,
4068,0,88.7,Temperature,OB3,88.8502,,
4069,0,89.1928,Temperature,OB3,89.3426,,
4070,0,89.6857,Temperature,OB3,89.835,,
4072,0,8.86218,Temperature,OB3,9.0838,,
4073,0,9.35501,Temperature,OB3,9.57619,,
4074,0,90.1785,Temperature,OB3,90.3274,,
4075,0,90.6713,Temperature,OB3,90.8197,,
4076,0,91.1642,Temperature,OB3,91.3121,,
4077,0,91.657,Temperature,OB3,91.8045,,
4078,0,92.1498,Temperature,OB3,92.2969,,
4079,0,92.6426,Temperature,OB3,92.7893,,
4080,0,93.1355,Temperature,OB3,93.2817,,
4081,0,93.6283,Temperature,OB3,93.7741,,
4082,0,94.1211,Temperature,OB3,94.2665,,
4083,0,94.614,Temperature,OB3,94.7588,,
4084,0,95.1068,Temperature,OB3,95.2512,,
4085,0,95.5996,Temperature,OB3,95.7436,,
4086,0,96.0924,Temperature,OB3,96.236,,
4087,0,96.5853,Temperature,OB3,96.7284,,
4088,0,97.0781,Temperature,OB3,97.2208,,
4089,0,97.5709,Temperature,OB3,97.7132,,
4090,0,98.0638,Temperature,OB3,98.2055,,
4091,0,98.5566,Temperature,OB3,98.6979,,
4092,0,99.0494,Temperature,OB3,99.1903,,
4093,0,99.5422,Temperature,OB3,99.6827,,
4348,OB_WELLS/OB4_TEMP_PT51.CV  (not in use),,Temperature,OB4,,,
4349,OB_WELLS/OB4_TEMP_PT52.CV  (not in use),,Temperature,OB4,,,
4350,OB_WELLS/OB4_TEMP_PT53.CV  (not in use),,Temperature,OB4,,,
4351,OB_WELLS/OB4_TEMP_PT54.CV (not in use),,Temperature,OB4,,,
4354,Fiber not working,10.6,Temperature,OB4,10.6,,
4355,0,100.29,Temperature,OB4,100.22,,
4356,0,100.79,Temperature,OB4,100.71,,
4357,0,101.28,Temperature,OB4,101.21,,
4358,0,101.77,Temperature,OB4,101.7,,
4359,0,102.26,Temperature,OB4,102.19,,
4360,0,102.76,Temperature,OB4,102.68,,
4361,0,103.25,Temperature,OB4,103.18,,
4362,0,103.74,Temperature,OB4,103.67,,
4363,0,104.24,Temperature,OB4,104.16,,
4364,0,104.73,Temperature,OB4,104.65,,
4365,0,105.22,Temperature,OB4,105.15,,
4366,0,105.71,Temperature,OB4,105.64,,
4367,0,106.21,Temperature,OB4,106.13,,
4368,0,106.7,Temperature,OB4,106.62,,
4369,0,107.19,Temperature,OB4,107.12,,
4370,0,107.69,Temperature,OB4,107.61,,
4371,0,108.18,Temperature,OB4,108.1,,
4372,0,108.67,Temperature,OB4,108.59,,
4373,0,109.16,Temperature,OB4,109.09,,
4374,0,109.66,Temperature,OB4,109.58,,
4376,0,11.1,Temperature,OB4,11.09,,
4377,0,11.59,Temperature,OB4,11.58,,
4378,0,110.15,Temperature,OB4,110.07,,
4379,0,110.64,Temperature,OB4,110.56,,
4380,0,111.13,Temperature,OB4,111.06,,
4381,0,111.63,Temperature,OB4,111.55,,
4382,0,112.12,Temperature,OB4,112.04,,
4383,0,112.61,Temperature,OB4,112.53,,
4384,0,113.11,Temperature,OB4,113.03,,
4385,0,113.6,Temperature,OB4,113.52,,
4386,0,114.09,Temperature,OB4,114.01,,
4387,0,114.58,Temperature,OB4,114.5,,
4388,0,115.08,Temperature,OB4,115,,
4389,0,115.57,Temperature,OB4,115.49,,
4390,0,116.06,Temperature,OB4,115.98,,
4391,0,116.56,Temperature,OB4,116.47,,
4392,0,117.05,Temperature,OB4,116.97,,
4393,0,117.54,Temperature,OB4,117.46,,
4394,0,118.03,Temperature,OB4,117.95,,
4395,0,118.53,Temperature,OB4,118.44,,
4396,0,119.02,Temperature,OB4,118.93,,
4397,0,119.51,Temperature,OB4,119.43,,
4398,0,120.0,Temperature,OB4,119.92,,
4400,0,12.08,Temperature,OB4,12.08,,
4401,0,12.58,Temperature,OB4,12.57,,
4402,0,120.5,Temperature,OB4,120.41,,
4403,0,120.99,Temperature,OB4,120.9,,
4404,0,121.48,Temperature,OB4,121.4,,
4405,0,121.98,Temperature,OB4,121.89,,
4406,0,122.47,Temperature,OB4,122.38,,
4407,0,122.96,Temperature,OB4,122.87,,
4408,0,123.45,Temperature,OB4,123.37,,
4409,0,123.95,Temperature,OB4,123.86,,
4410,0,124.44,Temperature,OB4,124.35,,
4411,0,124.93,Temperature,OB4,124.84,,
4412,0,125.43,Temperature,OB4,125.34,,
4413,0,125.92,Temperature,OB4,125.83,,
4414,0,126.41,Temperature,OB4,126.32,,
4415,0,126.9,Temperature,OB4,126.81,,
4416,0,127.4,Temperature,OB4,127.31,,
4417,0,127.89,Temperature,OB4,127.8,,
4418,0,128.38,Temperature,OB4,128.29,,
4419,0,128.88,Temperature,OB4,128.78,,
4420,0,129.37,Temperature,OB4,129.28,,
4421,0,129.86,Temperature,OB4,129.77,,
4423,0,13.07,Temperature,OB4,13.06,,
4424,0,13.56,Temperature,OB4,13.55,,
4425,0,130.35,Temperature,OB4,130.26,,
4426,0,130.85,Temperature,OB4,130.75,,
4427,0,131.34,Temperature,OB4,131.25,,
4428,0,131.83,Temperature,OB4,131.74,,
4429,0,132.32,Temperature,OB4,132.23,,
4430,0,132.82,Temperature,OB4,132.72,,
4431,0,133.31,Temperature,OB4,133.22,,
4432,0,133.8,Temperature,OB4,133.71,,
4433,0,134.3,Temperature,OB4,134.2,,
4434,0,134.79,Temperature,OB4,134.69,,
4435,0,135.28,Temperature,OB4,135.19,,
4436,0,135.77,Temperature,OB4,135.68,,
4437,0,136.27,Temperature,OB4,136.17,,
4438,0,136.76,Temperature,OB4,136.66,,
4439,0,137.25,Temperature,OB4,137.15,,
4440,0,137.75,Temperature,OB4,137.65,,
4441,0,138.24,Temperature,OB4,138.14,,
4442,0,138.73,Temperature,OB4,138.63,,
4443,0,139.22,Temperature,OB4,139.12,,
4444,0,139.72,Temperature,OB4,139.62,,
4446,0,14.05,Temperature,OB4,14.05,,
4447,0,14.55,Temperature,OB4,14.54,,
4448,0,140.21,Temperature,OB4,140.11,,
4449,0,140.7,Temperature,OB4,140.6,,
4450,0,141.2,Temperature,OB4,141.09,,
4451,0,141.69,Temperature,OB4,141.59,,
4452,0,142.18,Temperature,OB4,142.08,,
4453,0,142.67,Temperature,OB4,142.57,,
4454,0,143.17,Temperature,OB4,143.06,,
4455,0,143.66,Temperature,OB4,143.56,,
4456,0,144.15,Temperature,OB4,144.05,,
4457,0,144.64,Temperature,OB4,144.54,,
4458,0,145.14,Temperature,OB4,145.03,,
4459,0,145.63,Temperature,OB4,145.53,,
4460,0,146.12,Temperature,OB4,146.02,,
4461,0,146.62,Temperature,OB4,146.51,,
4462,0,147.11,Temperature,OB4,147,,
4463,0,147.6,Temperature,OB4,147.5,,
4464,0,148.09,Temperature,OB4,147.99,,
4465,0,148.59,Temperature,OB4,148.48,,
4466,0,149.08,Temperature,OB4,148.97,,
4467,0,149.57,Temperature,OB4,149.47,,
4468,0,150.07,Temperature,OB4,149.96,,
4470,0,15.04,Temperature,OB4,15.03,,
4471,0,15.53,Temperature,OB4,15.52,,
4472,0,150.56,Temperature,OB4,150.45,,
4473,0,151.05,Temperature,OB4,150.94,,
4474,0,151.54,Temperature,OB4,151.44,,
4475,0,152.04,Temperature,OB4,151.93,,
4476,0,152.53,Temperature,OB4,152.42,,
4477,0,153.02,Temperature,OB4,152.91,,
4478,0,153.52,Temperature,OB4,153.41,,
4479,0,154.01,Temperature,OB4,153.9,,
4480,0,154.5,Temperature,OB4,154.39,,
4481,0,154.99,Temperature,OB4,154.88,,
4482,0,155.49,Temperature,OB4,155.37,,
4483,0,155.98,Temperature,OB4,155.87,,
4484,0,156.47,Temperature,OB4,156.36,,
4485,0,156.96,Temperature,OB4,156.85,,
4486,0,157.46,Temperature,OB4,157.34,,
4487,0,157.95,Temperature,OB4,157.84,,
4488,0,158.44,Temperature,OB4,158.33,,
4489,0,158.94,Temperature,OB4,158.82,,
4490,0,159.43,Temperature,OB4,159.31,,
4491,0,159.92,Temperature,OB4,159.81,,
4493,0,16.02,Temperature,OB4,16.02,,
4494,0,16.52,Temperature,OB4,16.51,,
